enabled,comparison_scope,common_row_id,auto_common_flow_label,auto_common_product_label,component_esto_flows,component_esto_products,preferred_common_flow_label,preferred_common_product_label,notes
False,esto_leap_ninth,,"09.12,10.01.13,10.01.17 Non-specified transformation","","09.12 Non-specified transformation|10.01.13 Pump storage plants|10.01.17 Non-specified own uses","","09.12,10.01.13,10.01.17 Non-specified transformation (including own use and pump storage)","","Three-way own-use boundary adjustment; disabled while 09.12 own-use is represented as a standalone non-expanding subtotal."
