mapping_name,comparison_scope,source_system,source_flow,source_product,target_system,target_flow,target_product,override_action,reason_code,human_note,review_status
leap_to_esto,BOTH,LEAP,CHP interim/CHP interim,Natural gas,ESTO,"09.01.02,09.02.02 CHP plants",08.01 Natural gas,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP interim/CHP interim,Nuclear,ESTO,"09.01.02,09.02.02 CHP plants",09 Nuclear,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP interim/CHP interim,Other biomass,ESTO,"09.01.02,09.02.02 CHP plants",15.05 Other biomass,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP interim/CHP interim,Other bituminous coal,ESTO,"09.01.02,09.02.02 CHP plants",01.02 Other bituminous coal,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP interim/CHP interim,Other liquid biofuels,ESTO,"09.01.02,09.02.02 CHP plants",16.08 Other liquid biofuels,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP interim/CHP interim,Other products,ESTO,"09.01.02,09.02.02 CHP plants",07.17 Other products,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP interim/CHP interim,Other recovered gases,ESTO,"09.01.02,09.02.02 CHP plants",02.05 Other recovered gases,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP interim/CHP interim,Other sources,ESTO,"09.01.02,09.02.02 CHP plants",16.09 Other sources,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP interim/CHP interim,Peat,ESTO,"09.01.02,09.02.02 CHP plants",03 Peat,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP interim/CHP interim,Petroleum coke,ESTO,"09.01.02,09.02.02 CHP plants",07.16 Petroleum coke,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP interim/CHP interim,Refinery feedstocks,ESTO,"09.01.02,09.02.02 CHP plants",06.03 Refinery feedstocks,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP interim/CHP interim,Refinery gas not liquefied,ESTO,"09.01.02,09.02.02 CHP plants",07.10 Refinery gas (not liquefied),include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP interim/CHP interim,Sub bituminous coal,ESTO,"09.01.02,09.02.02 CHP plants",01.03 Sub-bituminous coal,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Ammonia,ESTO,"09.01.02,09.02.02 CHP plants",16.10 Ammonia,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Anthracite,ESTO,"09.01.02,09.02.02 CHP plants",01.04 Anthracite,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Bagasse,ESTO,"09.01.02,09.02.02 CHP plants",15.02 Bagasse,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Biodiesel,ESTO,"09.01.02,09.02.02 CHP plants",16.06 Biodiesel,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Biogas,ESTO,"09.01.02,09.02.02 CHP plants",16.01 Biogas,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Bitumen,ESTO,"09.01.02,09.02.02 CHP plants",07.14 Bitumen,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Black liquor,ESTO,"09.01.02,09.02.02 CHP plants",15.04 Black liquor,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Blast furnace gas,ESTO,"09.01.02,09.02.02 CHP plants",02.04 Blast furnace gas,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Coke oven coke,ESTO,"09.01.02,09.02.02 CHP plants",02.01 Coke oven coke,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Coke oven gas,ESTO,"09.01.02,09.02.02 CHP plants",02.03 Coke oven gas,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Crude oil,ESTO,"09.01.02,09.02.02 CHP plants",06.01 Crude oil,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Electricity,ESTO,"09.01.02,09.02.02 CHP plants",17 Electricity,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Fuel oil,ESTO,"09.01.02,09.02.02 CHP plants",07.08 Fuel oil,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Fuelwood and woodwaste,ESTO,"09.01.02,09.02.02 CHP plants",15.01 Fuelwood & woodwaste,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Gas and diesel oil,ESTO,"09.01.02,09.02.02 CHP plants",07.07 Gas/diesel oil,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Gasoline type jet fuel,ESTO,"09.01.02,09.02.02 CHP plants",07.04 Gasoline type jet fuel,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Geothermal,ESTO,"09.01.02,09.02.02 CHP plants",11 Geothermal,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Heat,ESTO,"09.01.02,09.02.02 CHP plants",18 Heat,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Industrial waste,ESTO,"09.01.02,09.02.02 CHP plants",16.02 Industrial waste,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Kerosene,ESTO,"09.01.02,09.02.02 CHP plants",07.06 Kerosene,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,LPG,ESTO,"09.01.02,09.02.02 CHP plants",07.09 LPG,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Lignite,ESTO,"09.01.02,09.02.02 CHP plants",01.05 Lignite,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Municipal solid waste non renewable,ESTO,"09.01.02,09.02.02 CHP plants",16.04 Municipal solid waste (non-renewable),include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Municipal solid waste renewable,ESTO,"09.01.02,09.02.02 CHP plants",16.03 Municipal solid waste (renewable),include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Naphtha,ESTO,"09.01.02,09.02.02 CHP plants",07.03 Naphtha,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Natural gas,ESTO,"09.01.02,09.02.02 CHP plants",08.01 Natural gas,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Nuclear,ESTO,"09.01.02,09.02.02 CHP plants",09 Nuclear,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Other biomass,ESTO,"09.01.02,09.02.02 CHP plants",15.05 Other biomass,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Other bituminous coal,ESTO,"09.01.02,09.02.02 CHP plants",01.02 Other bituminous coal,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Other hydrocarbons,ESTO,"09.01.02,09.02.02 CHP plants",06.05 Other hydrocarbons,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Other liquid biofuels,ESTO,"09.01.02,09.02.02 CHP plants",16.08 Other liquid biofuels,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Other products,ESTO,"09.01.02,09.02.02 CHP plants",07.17 Other products,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Other recovered gases,ESTO,"09.01.02,09.02.02 CHP plants",02.05 Other recovered gases,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Other sources,ESTO,"09.01.02,09.02.02 CHP plants",16.09 Other sources,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Peat,ESTO,"09.01.02,09.02.02 CHP plants",03 Peat,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Petroleum coke,ESTO,"09.01.02,09.02.02 CHP plants",07.16 Petroleum coke,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Refinery feedstocks,ESTO,"09.01.02,09.02.02 CHP plants",06.03 Refinery feedstocks,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Refinery gas not liquefied,ESTO,"09.01.02,09.02.02 CHP plants",07.10 Refinery gas (not liquefied),include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,CHP plants,Sub bituminous coal,ESTO,"09.01.02,09.02.02 CHP plants",01.03 Sub-bituminous coal,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Charcoal processing/Charcoal processing,Charcoal,ESTO,09.11 Charcoal processing,15.01 Fuelwood & woodwaste,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Charcoal processing/Charcoal processing,Other biomass,ESTO,09.11 Charcoal processing,15.03 Charcoal,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Chemical heat for electricity production/Chemical heat for electricity production,Heat,ESTO,09.05 Chemical heat for electricity production,17 Electricity,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,Anthracite,ESTO,09.08 Coal transformation,01.03 Sub-bituminous coal,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,BKB and PB,ESTO,09.08 Coal transformation,02.07 Coal tar,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,Blast furnace gas,ESTO,09.08 Coal transformation,02.03 Coke oven gas,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,Coal tar,ESTO,09.08 Coal transformation,02.06 Patent fuel,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,Coke oven coke,ESTO,09.08 Coal transformation,01.05 Lignite,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,Coke oven gas,ESTO,09.08 Coal transformation,02.01 Coke oven coke,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,Electricity,ESTO,09.08 Coal transformation,17 Electricity,include,reserved_zero_only_target_pair,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,Gas and diesel oil,ESTO,09.08 Coal transformation,07.07 Gas/diesel oil,include,reserved_zero_only_target_pair,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,Kerosene,ESTO,09.08 Coal transformation,07.06 Kerosene,include,reserved_zero_only_target_pair,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,LPG,ESTO,09.08 Coal transformation,07.08 Fuel oil,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,LPG,ESTO,09.08 Coal transformation,07.09 LPG,include,reserved_zero_only_target_pair,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,Lignite,ESTO,09.08 Coal transformation,01.04 Anthracite,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,Other recovered gases,ESTO,09.08 Coal transformation,02.04 Blast furnace gas,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,Patent fuel,ESTO,09.08 Coal transformation,02.05 Other recovered gases,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,Peat products,ESTO,09.08 Coal transformation,03 Peat,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coal transformation,Sub bituminous coal,ESTO,09.08 Coal transformation,01.02 Other bituminous coal,exclude,cartesian_pair_not_reviewed,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Anthracite,ESTO,09.08.01 Coke ovens (including own use),01.04 Anthracite,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,BKB and PB,ESTO,09.08.01 Coke ovens (including own use),02.08 BKB/PB,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Blast furnace gas,ESTO,09.08.01 Coke ovens (including own use),02.04 Blast furnace gas,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Coal tar,ESTO,09.08.01 Coke ovens (including own use),02.07 Coal tar,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Coke oven coke,ESTO,09.08.01 Coke ovens (including own use),02.01 Coke oven coke,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Coke oven gas,ESTO,09.08.01 Coke ovens (including own use),02.03 Coke oven gas,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Coking coal,ESTO,09.08.01 Coke ovens (including own use),01.01 Coking coal,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Electricity,ESTO,09.08.01 Coke ovens (including own use),17 Electricity,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Fuel oil,ESTO,09.08.01 Coke ovens (including own use),07.08 Fuel oil,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Gas and diesel oil,ESTO,09.08.01 Coke ovens (including own use),07.07 Gas/diesel oil,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Gas coke,ESTO,09.08.01 Coke ovens (including own use),02.02 Gas coke,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Gas works gas,ESTO,09.08.01 Coke ovens (including own use),08.03 Gas works gas,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Heat,ESTO,09.08.01 Coke ovens (including own use),18 Heat,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Industrial waste,ESTO,09.08.01 Coke ovens (including own use),16.02 Industrial waste,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Kerosene,ESTO,09.08.01 Coke ovens (including own use),07.06 Kerosene,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,LPG,ESTO,09.08.01 Coke ovens (including own use),07.09 LPG,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Lignite,ESTO,09.08.01 Coke ovens (including own use),01.05 Lignite,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Motor gasoline,ESTO,09.08.01 Coke ovens (including own use),07.01 Motor gasoline,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Natural gas,ESTO,09.08.01 Coke ovens (including own use),08.01 Natural gas,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Natural gas liquids,ESTO,09.08.01 Coke ovens (including own use),06.02 Natural gas liquids,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Other bituminous coal,ESTO,09.08.01 Coke ovens (including own use),01.02 Other bituminous coal,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Other products,ESTO,09.08.01 Coke ovens (including own use),07.17 Other products,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Other recovered gases,ESTO,09.08.01 Coke ovens (including own use),02.05 Other recovered gases,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Patent fuel,ESTO,09.08.01 Coke ovens (including own use),02.06 Patent fuel,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Petroleum coke,ESTO,09.08.01 Coke ovens (including own use),07.16 Petroleum coke,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Coke ovens/Coke ovens,Sub bituminous coal,ESTO,09.08.01 Coke ovens (including own use),01.03 Sub-bituminous coal,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\International transport,Aviation gasoline,ESTO,04-05 International transport (bunkers),07.02 Aviation gasoline,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\International transport,Biodiesel,ESTO,04-05 International transport (bunkers),16.06 Biodiesel,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\International transport,Fuel oil,ESTO,04-05 International transport (bunkers),07.08 Fuel oil,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\International transport,Gas and diesel oil,ESTO,04-05 International transport (bunkers),07.07 Gas/diesel oil,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\International transport,Kerosene,ESTO,04-05 International transport (bunkers),07.06 Kerosene,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\International transport,Kerosene type jet fuel,ESTO,04-05 International transport (bunkers),07.05 Kerosene type jet fuel,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\International transport,LNG,ESTO,04-05 International transport (bunkers),08.02 LNG,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\International transport,LPG,ESTO,04-05 International transport (bunkers),07.09 LPG,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\International transport,Lubricants,ESTO,04-05 International transport (bunkers),07.13 Lubricants,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\International transport,Motor gasoline,ESTO,04-05 International transport (bunkers),07.01 Motor gasoline,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\International transport,Natural gas,ESTO,04-05 International transport (bunkers),08.01 Natural gas,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\International transport,Other products,ESTO,04-05 International transport (bunkers),07.17 Other products,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\Other sector,Anthracite,ESTO,16.03-16.05 Other sector (all demand aggregate),01.04 Anthracite,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\Other sector,Aviation gasoline,ESTO,16.03-16.05 Other sector (all demand aggregate),07.02 Aviation gasoline,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\Other sector,BKB and PB,ESTO,16.03-16.05 Other sector (all demand aggregate),02.08 BKB/PB,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\Other sector,Bagasse,ESTO,16.03-16.05 Other sector (all demand aggregate),15.02 Bagasse,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\Other sector,Biodiesel,ESTO,16.03-16.05 Other sector (all demand aggregate),16.06 Biodiesel,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\Other sector,Biogas,ESTO,16.03-16.05 Other sector (all demand aggregate),16.01 Biogas,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\Other sector,Biogasoline,ESTO,16.03-16.05 Other sector (all demand aggregate),16.05 Biogasoline,include,reserved_target_pair_absent_from_registry,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
leap_to_esto,BOTH,LEAP,Demand\All demand aggregated\Other sector,Blast furnace gas,ESTO,16.03-16.05 Other sector (all demand aggregate),02.04 Blast furnace gas,include,reserved_zero_only_target_pair,Generated review-only override candidate. Confirm semantics before acceptance.,unreviewed
