mapping_name,comparison_scope,source_system,source_flow,target_system,target_flow,relationship_semantics,notes
ninth_to_esto,BOTH,NINTH,09_08_coal_transformation_incl_own_use,ESTO,09.08 Coal transformation (including own use),one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,09_09_petrochemical_industry,ESTO,09.09 Petrochemical industry,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,09_11_charcoal_processing,ESTO,09.11 Charcoal processing,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,09_12_nonspecified_transformation,ESTO,09.12 Non-specified transformation,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,09_13_01_electrolysers,ESTO,09.13.01 Electrolysers,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,09_13_02_smr_wo_ccs,ESTO,09.13.02 SMR wo CCS,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,09_13_03_smr_w_ccs,ESTO,09.13.03 SMR w CCS,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,09_13_hydrogen_transformation,ESTO,09.13 Hydrogen transformation,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,09_total_transformation_sector,ESTO,09 Total transformation sector,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,09_total_transformation_sector,ESTO,09.03 Heat pumps,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,09_x_heat_plants,ESTO,"09.01.03,09.02.03 Heat plants",one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,10_01_01_electricity_chp_and_heat_plants,ESTO,"10.01.01 Electricity, CHP and heat plants",one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,10_01_02_gas_works_plants,ESTO,10.01.02 Gas works plants,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,10_01_03_liquefaction_regasification_plants,ESTO,10.01.03 Liquefaction/regasification plants,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,10_01_05_coke_ovens,ESTO,10.01.05 Coke ovens,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,10_01_06_coal_mines,ESTO,10.01.06 Coal mines,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,10_01_07_blast_furnaces,ESTO,10.01.07 Blast furnaces,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,10_01_11_oil_refineries,ESTO,10.01.11 Oil refineries,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,10_01_12_oil_and_gas_extraction,ESTO,10.01.12 Oil and gas extraction,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,10_01_13_pump_storage_plants,ESTO,10.01.13 Pump storage plants,many_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,10_01_17_nonspecified_own_uses,ESTO,10.01.17 Non-specified own uses,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,10_01_17_nonspecified_own_uses,ESTO,10.01.13 Pump storage plants,many_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,10_01_19_hydrogen_transformation,ESTO,10.01.19 Hydrogen transformation,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,10_02_transmission_and_distribution_losses,ESTO,10.02 Transmission and distribution losses,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,12_total_final_consumption,ESTO,12 Total final consumption,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,13_total_final_energy_consumption,ESTO,13 Total final energy consumption,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_01_mining_and_quarrying,ESTO,14.01 Mining and quarrying,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_02_construction,ESTO,14.02 Construction,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_03_01_iron_and_steel,ESTO,14.03.01 Iron and steel,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_03_02_chemical_incl_petrochemical,ESTO,14.03.02 Chemical (incl. petrochemical),one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_03_03_non_ferrous_metals,ESTO,14.03.03 Non ferrous metals,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_03_04_nonmetallic_mineral_products,ESTO,14.03.04 Non-metallic mineral products,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_03_05_transportation_equipment,ESTO,14.03.05 Transportation equipment,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_03_06_machinery,ESTO,14.03.06 Machinery,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_03_07_food_beverages_and_tobacco,ESTO,"14.03.07 Food, beverages and tobacco",one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_03_08_pulp_paper_and_printing,ESTO,"14.03.08 Pulp, paper and printing",one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_03_09_wood_and_wood_products,ESTO,14.03.09 Wood and wood products,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_03_10_textiles_and_leather,ESTO,14.03.10 Textiles and leather,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_03_11_nonspecified_industry,ESTO,14.03.11 Non-specified industry,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_03_manufacturing,ESTO,14.03 Manufacturing,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,14_industry_sector,ESTO,14 Industry sector,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,"15_01,15_03-15_06 Transport non-road",ESTO,"15.01,15.03-15.06 Transport non-road",one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,15_01_domestic_air_transport,ESTO,15.01 Domestic air transport,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,15_02_road,ESTO,15.02 Road,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,15_03_rail,ESTO,15.03 Rail,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,15_04_domestic_navigation,ESTO,15.04 Domestic navigation,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,15_05_pipeline_transport,ESTO,15.05 Pipeline transport,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,15_06_nonspecified_transport,ESTO,15.06 Non-specified transport,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,15_transport_sector,ESTO,15 Transport sector,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,16_01_01_commercial_and_public_services,ESTO,16.01.99 Commercial and public services unallocated,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,16_01_01_commercial_and_public_services_incl_datacentres,ESTO,16.01 Commercial and public services,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,16_01_02_residential,ESTO,16.02 Residential,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,16_01_03_ai_training,ESTO,16.01.01 Datacentres,many_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,16_01_04_traditional_data_centres,ESTO,16.01.01 Datacentres,many_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,16_02-16_05 Other sector (all demand aggregate),ESTO,16.03-16.05 Other sector (all demand aggregate),one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,16_02_agriculture_and_fishing,ESTO,16.03-16.04 Agriculture and fishing,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,16_02_agriculture_and_fishing,ESTO,16.03 Agriculture,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,16_02_agriculture_and_fishing,ESTO,16.04 Fishing,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,16_05_nonspecified_others,ESTO,16.05 Non-specified others,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,16_other_sector,ESTO,16 Other sector,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,17_nonenergy_use,ESTO,17 Non-energy use,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,18_01_electricity_plants,ESTO,18.01 MAP electricity plants,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,18_01_electricity_plants,ESTO,18.02 MAP CHP plants,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,18_01_electricity_plants,ESTO,18.03 AP electricity plants,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,18_02_chp_plants,ESTO,18.04 AP CHP plants,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,18_electricity_output_in_gwh,ESTO,18 Electricity output in GWh,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,19_01_chp_plants,ESTO,19.01 MAP CHP plants,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,19_01_chp_plants,ESTO,19.03 AP CHP plants,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,19_02_heat_plants,ESTO,19.02 MAP heat plants,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,19_02_heat_plants,ESTO,19.04 AP heat plants,one_to_many,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,BOTH,NINTH,19_heat_output_in_pj,ESTO,19 Heat output in PJ,one_to_one,Derived from active reviewed pair mappings; prototype only.
ninth_to_esto,ESTO_EXTENDED,NINTH,09_02_chp_plants,ESTO,09.01.02.01 Coal CHP,one_to_one,Derived from active reviewed pair mappings; prototype only.
