mapping_name,comparison_scope,source_system,source_product,target_system,target_product,relationship_semantics,notes
leap_to_esto,BOTH,LEAP,Natural gas liquids,ESTO,06.02 Natural gas liquids,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,LNG,ESTO,08.02 LNG,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,Lubricants,ESTO,07.13 Lubricants,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,Bio jet kerosene,ESTO,16.07 Bio jet kerosene,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,Hydro,ESTO,10 Hydro,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,Solar photovoltaics,ESTO,12.01 of which: Photovoltaics,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,Tide wave ocean,ESTO,"13 Tide, wave, ocean",one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,Wind,ESTO,14 Wind,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,Additives and oxygenates,ESTO,06.04 Additives/ oxygenates,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,Coal nonspecified,ESTO,01.99 Coal nonspecified,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,Efuel,ESTO,16.11 E-fuel,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,Ethane,ESTO,07.11 Ethane,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,Gas nonspecified,ESTO,08.99 Gas nonspecified,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,Oil shale and oil sands,ESTO,05 Oil shale and oil sands,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,Paraffin waxes,ESTO,07.15 Paraffin waxes,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,PetProd nonspecified,ESTO,07.99 PetProd nonspecified,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,BOTH,LEAP,White spirit SBP,ESTO,07.12 White spirit SBP,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_esto,ESTO_EXTENDED,LEAP,Electricity,ESTO,17 Electricity,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Aviation gasoline,NINTH,07_02_aviation_gasoline,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Bagasse,NINTH,15_02_bagasse,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Biodiesel,NINTH,16_06_biodiesel,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Biogas,NINTH,16_01_biogas,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Biogasoline,NINTH,16_05_biogasoline,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Charcoal,NINTH,15_03_charcoal,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Coke oven coke,NINTH,02_coal_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Coking coal,NINTH,01_01_coking_coal,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Crude oil,NINTH,06_01_crude_oil,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Electricity,NINTH,17_electricity,one_to_many,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Fuel oil,NINTH,07_08_fuel_oil,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Fuelwood and woodwaste,NINTH,15_01_fuelwood_and_woodwaste,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Gas and diesel oil,NINTH,07_07_gas_diesel_oil,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Geothermal,NINTH,11_geothermal,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Heat,NINTH,18_heat,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Hydrogen,NINTH,16_x_hydrogen,one_to_one,Derived from active reviewed pair mappings; prototype only.
