mapping_name,comparison_scope,source_system,source_flow,source_product,target_system,target_flow,target_product,relationship_status,target_pair_registry_status
leap_to_ninth,NINTH,LEAP,Gas works plants/Gas works plants,Motor gasoline,NINTH,09_06_01_gas_works_plants_incl_own_use,07_01_motor_gasoline,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Gas works plants/Gas works plants,Naphtha,NINTH,09_06_01_gas_works_plants_incl_own_use,07_03_naphtha,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Gas works plants/Gas works plants,Natural gas,NINTH,09_06_01_gas_works_plants_incl_own_use,08_01_natural_gas,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Gas works plants/Gas works plants,Other bituminous coal,NINTH,09_06_01_gas_works_plants_incl_own_use,01_x_thermal_coal,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Gas works plants/Gas works plants,Other products,NINTH,09_06_01_gas_works_plants_incl_own_use,07_x_other_petroleum_products,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Gas works plants/Gas works plants,Petroleum coke,NINTH,09_06_01_gas_works_plants_incl_own_use,07_x_other_petroleum_products,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Gas works plants/Gas works plants,Refinery gas not liquefied,NINTH,09_06_01_gas_works_plants_incl_own_use,07_10_refinery_gas_not_liquefied,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Anthracite,NINTH,09_x_heat_plants,01_x_thermal_coal,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Biogas,NINTH,09_x_heat_plants,16_01_biogas,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Blast furnace gas,NINTH,09_x_heat_plants,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Coke oven coke,NINTH,09_x_heat_plants,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Coke oven gas,NINTH,09_x_heat_plants,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Crude oil,NINTH,09_x_heat_plants,06_01_crude_oil,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Electricity,NINTH,09_x_heat_plants,17_electricity,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Fuel oil,NINTH,09_x_heat_plants,07_08_fuel_oil,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Gas and diesel oil,NINTH,09_x_heat_plants,07_07_gas_diesel_oil,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Gas works gas,NINTH,09_x_heat_plants,08_03_gas_works_gas,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Heat,NINTH,09_x_heat_plants,18_heat,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Industrial waste,NINTH,09_x_heat_plants,16_02_industrial_waste,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Kerosene,NINTH,09_x_heat_plants,07_06_kerosene,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,LPG,NINTH,09_x_heat_plants,07_09_lpg,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Lignite,NINTH,09_x_heat_plants,01_05_lignite,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Motor gasoline,NINTH,09_x_heat_plants,07_01_motor_gasoline,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Municipal solid waste non renewable,NINTH,09_x_heat_plants,16_04_municipal_solid_waste_nonrenewable,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Municipal solid waste renewable,NINTH,09_x_heat_plants,16_03_municipal_solid_waste_renewable,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Naphtha,NINTH,09_x_heat_plants,07_03_naphtha,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Natural gas,NINTH,09_x_heat_plants,08_01_natural_gas,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Natural gas liquids,NINTH,09_x_heat_plants,06_02_natural_gas_liquids,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Other biomass,NINTH,09_x_heat_plants,15_05_other_biomass,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Other bituminous coal,NINTH,09_x_heat_plants,01_x_thermal_coal,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Other hydrocarbons,NINTH,09_x_heat_plants,06_x_other_hydrocarbons,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Other products,NINTH,09_x_heat_plants,07_x_other_petroleum_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Other recovered gases,NINTH,09_x_heat_plants,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Other sources,NINTH,09_x_heat_plants,16_09_other_sources,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Peat,NINTH,09_x_heat_plants,03_peat,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Peat products,NINTH,09_x_heat_plants,04_peat_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plant interim/Heat plant interim,Refinery gas not liquefied,NINTH,09_x_heat_plants,07_10_refinery_gas_not_liquefied,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Biogas,NINTH,09_x_heat_plants,16_01_biogas,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Blast furnace gas,NINTH,09_x_heat_plants,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Coke oven coke,NINTH,09_x_heat_plants,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Coke oven gas,NINTH,09_x_heat_plants,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Crude oil,NINTH,09_x_heat_plants,06_01_crude_oil,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Electricity,NINTH,09_x_heat_plants,17_electricity,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Fuel oil,NINTH,09_x_heat_plants,07_08_fuel_oil,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Gas and diesel oil,NINTH,09_x_heat_plants,07_07_gas_diesel_oil,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Gas works gas,NINTH,09_x_heat_plants,08_03_gas_works_gas,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Heat,NINTH,09_x_heat_plants,18_heat,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Industrial waste,NINTH,09_x_heat_plants,16_02_industrial_waste,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Kerosene,NINTH,09_x_heat_plants,07_06_kerosene,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,LPG,NINTH,09_x_heat_plants,07_09_lpg,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Lignite,NINTH,09_x_heat_plants,01_05_lignite,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Motor gasoline,NINTH,09_x_heat_plants,07_01_motor_gasoline,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Municipal solid waste non renewable,NINTH,09_x_heat_plants,16_04_municipal_solid_waste_nonrenewable,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Municipal solid waste renewable,NINTH,09_x_heat_plants,16_03_municipal_solid_waste_renewable,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Naphtha,NINTH,09_x_heat_plants,07_03_naphtha,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Natural gas,NINTH,09_x_heat_plants,08_01_natural_gas,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Other biomass,NINTH,09_x_heat_plants,15_05_other_biomass,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Other bituminous coal,NINTH,09_x_heat_plants,01_x_thermal_coal,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Other products,NINTH,09_x_heat_plants,07_x_other_petroleum_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Other recovered gases,NINTH,09_x_heat_plants,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Peat,NINTH,09_x_heat_plants,03_peat,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Peat products,NINTH,09_x_heat_plants,04_peat_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Petroleum coke,NINTH,09_x_heat_plants,07_x_other_petroleum_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Heat plants,Refinery gas not liquefied,NINTH,09_x_heat_plants,07_10_refinery_gas_not_liquefied,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Hydrogen transformation,Ammonia,NINTH,09_13_hydrogen_transformation,16_x_ammonia,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Hydrogen transformation,Efuel,NINTH,09_13_hydrogen_transformation,16_x_efuel,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Hydrogen transformation,Electricity,NINTH,09_13_hydrogen_transformation,17_electricity,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Hydrogen transformation,Electricity,NINTH,09_13_hydrogen_transformation,17_x_green_electricity,extra_factorised_relationship,data_valid
leap_to_ninth,NINTH,LEAP,Hydrogen transformation,Hydrogen,NINTH,09_13_hydrogen_transformation,16_x_hydrogen,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Hydrogen transformation,Natural gas,NINTH,09_13_hydrogen_transformation,08_01_natural_gas,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Hydrogen transformation/Electrolysers,Ammonia,NINTH,09_13_01_electrolysers,16_x_ammonia,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Hydrogen transformation/Electrolysers,Efuel,NINTH,09_13_01_electrolysers,16_x_efuel,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Hydrogen transformation/Electrolysers,Electricity,NINTH,09_13_01_electrolysers,17_x_green_electricity,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Hydrogen transformation/Electrolysers,Hydrogen,NINTH,09_13_01_electrolysers,16_x_hydrogen,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Hydrogen transformation/SMR with CCS,Ammonia,NINTH,09_13_03_smr_w_ccs,16_x_ammonia,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Hydrogen transformation/SMR with CCS,Efuel,NINTH,09_13_03_smr_w_ccs,16_x_efuel,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Hydrogen transformation/SMR with CCS,Hydrogen,NINTH,09_13_03_smr_w_ccs,16_x_hydrogen,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Hydrogen transformation/SMR with CCS,Natural gas,NINTH,09_13_03_smr_w_ccs,08_01_natural_gas,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Additives and oxygenates,NINTH,02_imports,06_x_other_hydrocarbons,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Ammonia,NINTH,02_imports,16_x_ammonia,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Anthracite,NINTH,02_imports,01_x_thermal_coal,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Aviation gasoline,NINTH,02_imports,07_02_aviation_gasoline,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,BKB and PB,NINTH,02_imports,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Bagasse,NINTH,02_imports,15_02_bagasse,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,Bio jet kerosene,NINTH,02_imports,16_07_bio_jet_kerosene,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Biodiesel,NINTH,02_imports,16_06_biodiesel,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Biogas,NINTH,02_imports,16_01_biogas,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,Biogasoline,NINTH,02_imports,16_05_biogasoline,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Bitumen,NINTH,02_imports,07_x_other_petroleum_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Black liquor,NINTH,02_imports,15_04_black_liquor,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,Blast furnace gas,NINTH,02_imports,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Charcoal,NINTH,02_imports,15_03_charcoal,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Coal nonspecified,NINTH,02_imports,01_coal_unallocated,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,Coal tar,NINTH,02_imports,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Coke oven coke,NINTH,02_imports,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Coke oven gas,NINTH,02_imports,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Coking coal,NINTH,02_imports,01_01_coking_coal,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Crude oil,NINTH,02_imports,06_01_crude_oil,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Efuel,NINTH,02_imports,16_x_efuel,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Electricity,NINTH,02_imports,17_electricity,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Electricity,NINTH,02_imports,17_x_green_electricity,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Imports,Ethane,NINTH,02_imports,07_11_ethane,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Fuel oil,NINTH,02_imports,07_08_fuel_oil,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Fuelwood and woodwaste,NINTH,02_imports,15_01_fuelwood_and_woodwaste,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,Gas and diesel oil,NINTH,02_imports,07_07_gas_diesel_oil,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Gas coke,NINTH,02_imports,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Gas nonspecified,NINTH,02_imports,08_gas_unallocated,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Gas works gas,NINTH,02_imports,08_03_gas_works_gas,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,Gasoline type jet fuel,NINTH,02_imports,07_x_jet_fuel,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Geothermal,NINTH,02_imports,11_geothermal,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Imports,Heat,NINTH,02_imports,18_heat,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,Hydro,NINTH,02_imports,10_hydro,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Imports,Hydrogen,NINTH,02_imports,16_x_hydrogen,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Industrial waste,NINTH,02_imports,16_02_industrial_waste,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,Kerosene,NINTH,02_imports,07_06_kerosene,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Kerosene type jet fuel,NINTH,02_imports,07_x_jet_fuel,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,LNG,NINTH,02_imports,08_02_lng,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,LPG,NINTH,02_imports,07_09_lpg,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Lignite,NINTH,02_imports,01_05_lignite,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Lubricants,NINTH,02_imports,07_x_other_petroleum_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Motor gasoline,NINTH,02_imports,07_01_motor_gasoline,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Municipal solid waste non renewable,NINTH,02_imports,16_04_municipal_solid_waste_nonrenewable,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,Municipal solid waste renewable,NINTH,02_imports,16_03_municipal_solid_waste_renewable,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,Naphtha,NINTH,02_imports,07_03_naphtha,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Natural gas,NINTH,02_imports,08_01_natural_gas,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Natural gas liquids,NINTH,02_imports,06_02_natural_gas_liquids,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Nuclear,NINTH,02_imports,09_nuclear,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Imports,Oil shale and oil sands,NINTH,02_imports,05_oil_shale_and_oil_sands,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,Other biomass,NINTH,02_imports,15_05_other_biomass,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Other bituminous coal,NINTH,02_imports,01_x_thermal_coal,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Other hydrocarbons,NINTH,02_imports,06_crude_oil_and_ngl_unallocated,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Other hydrocarbons,NINTH,02_imports,06_x_other_hydrocarbons,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Other liquid biofuels,NINTH,02_imports,16_08_other_liquid_biofuels,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Other products,NINTH,02_imports,07_x_other_petroleum_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Other recovered gases,NINTH,02_imports,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Other sources,NINTH,02_imports,16_09_other_sources,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,Paraffin waxes,NINTH,02_imports,07_x_other_petroleum_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Patent fuel,NINTH,02_imports,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Peat,NINTH,02_imports,03_peat,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Peat products,NINTH,02_imports,04_peat_products,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,PetProd nonspecified,NINTH,02_imports,07_petroleum_products_unallocated,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Imports,Petroleum coke,NINTH,02_imports,07_x_other_petroleum_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Refinery feedstocks,NINTH,02_imports,06_x_other_hydrocarbons,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Refinery gas not liquefied,NINTH,02_imports,07_10_refinery_gas_not_liquefied,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Solar nonspecified,NINTH,02_imports,12_solar_unallocated,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Imports,Solar nonspecified,NINTH,02_imports,12_x_other_solar,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Imports,Solar photovoltaics,NINTH,02_imports,12_01_of_which_photovoltaics,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Imports,Sub bituminous coal,NINTH,02_imports,01_x_thermal_coal,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Tide wave ocean,NINTH,02_imports,13_tide_wave_ocean,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Imports,White spirit SBP,NINTH,02_imports,07_x_other_petroleum_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Imports,Wind,NINTH,02_imports,14_wind,current_relationship_not_compiled,absent
leap_to_ninth,NINTH,LEAP,Industry,Anthracite,NINTH,14_industry_sector,01_x_thermal_coal,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Aviation gasoline,NINTH,14_industry_sector,07_02_aviation_gasoline,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,BKB and PB,NINTH,14_industry_sector,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Bagasse,NINTH,14_industry_sector,15_02_bagasse,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Bio jet kerosene,NINTH,14_industry_sector,16_07_bio_jet_kerosene,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Industry,Biodiesel,NINTH,14_industry_sector,16_06_biodiesel,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Biogas,NINTH,14_industry_sector,16_01_biogas,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Biogasoline,NINTH,14_industry_sector,16_05_biogasoline,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Bitumen,NINTH,14_industry_sector,07_x_other_petroleum_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Black liquor,NINTH,14_industry_sector,15_04_black_liquor,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Blast furnace gas,NINTH,14_industry_sector,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Charcoal,NINTH,14_industry_sector,15_03_charcoal,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Coal nonspecified,NINTH,14_industry_sector,01_coal_unallocated,current_relationship_not_compiled,zero_only
leap_to_ninth,NINTH,LEAP,Industry,Coal tar,NINTH,14_industry_sector,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Coke oven coke,NINTH,14_industry_sector,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Coke oven gas,NINTH,14_industry_sector,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Electricity,NINTH,14_industry_sector,17_electricity,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Ethane,NINTH,14_industry_sector,07_11_ethane,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Fuel oil,NINTH,14_industry_sector,07_08_fuel_oil,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Fuelwood and woodwaste,NINTH,14_industry_sector,15_01_fuelwood_and_woodwaste,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Gas and diesel oil,NINTH,14_industry_sector,07_07_gas_diesel_oil,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Gas coke,NINTH,14_industry_sector,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Gasoline type jet fuel,NINTH,14_industry_sector,07_x_jet_fuel,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Heat,NINTH,14_industry_sector,18_heat,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Hydrogen,NINTH,14_industry_sector,16_x_hydrogen,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Industrial waste,NINTH,14_industry_sector,16_02_industrial_waste,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Kerosene,NINTH,14_industry_sector,07_06_kerosene,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Kerosene type jet fuel,NINTH,14_industry_sector,07_x_jet_fuel,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,LPG,NINTH,14_industry_sector,07_09_lpg,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Lignite,NINTH,14_industry_sector,01_05_lignite,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Lubricants,NINTH,14_industry_sector,07_x_other_petroleum_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Motor gasoline,NINTH,14_industry_sector,07_01_motor_gasoline,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Municipal solid waste non renewable,NINTH,14_industry_sector,16_04_municipal_solid_waste_nonrenewable,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Municipal solid waste renewable,NINTH,14_industry_sector,16_03_municipal_solid_waste_renewable,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Naphtha,NINTH,14_industry_sector,07_03_naphtha,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Natural gas,NINTH,14_industry_sector,08_01_natural_gas,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Other biomass,NINTH,14_industry_sector,15_05_other_biomass,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Other biomass,NINTH,14_industry_sector,15_solid_biomass_unallocated,extra_factorised_relationship,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Other bituminous coal,NINTH,14_industry_sector,01_x_thermal_coal,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Other liquid biofuels,NINTH,14_industry_sector,16_08_other_liquid_biofuels,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Other products,NINTH,14_industry_sector,07_x_other_petroleum_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Other recovered gases,NINTH,14_industry_sector,02_coal_products,exact_relationship_match,data_valid
leap_to_ninth,NINTH,LEAP,Industry,Other sources,NINTH,14_industry_sector,16_09_other_sources,current_relationship_not_compiled,zero_only
