comparison_scope,component_esto_flow,component_esto_product,current_component_signature,compiled_component_signature,membership_status
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.16 Petroleum coke,14.03.04 Non-metallic mineral products::07.12 White spirit SBP|14.03.04 Non-metallic mineral products::07.13 Lubricants|14.03.04 Non-metallic mineral products::07.14 Bitumen|14.03.04 Non-metallic mineral products::07.15 Paraffin waxes|14.03.04 Non-metallic mineral products::07.16 Petroleum coke|14.03.04 Non-metallic mineral products::07.17 Other products,14.03.04 Non-metallic mineral products::07.12 White spirit SBP|14.03.04 Non-metallic mineral products::07.13 Lubricants|14.03.04 Non-metallic mineral products::07.14 Bitumen|14.03.04 Non-metallic mineral products::07.15 Paraffin waxes|14.03.04 Non-metallic mineral products::07.16 Petroleum coke|14.03.04 Non-metallic mineral products::07.17 Other products,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.17 Other products,14.03.04 Non-metallic mineral products::07.12 White spirit SBP|14.03.04 Non-metallic mineral products::07.13 Lubricants|14.03.04 Non-metallic mineral products::07.14 Bitumen|14.03.04 Non-metallic mineral products::07.15 Paraffin waxes|14.03.04 Non-metallic mineral products::07.16 Petroleum coke|14.03.04 Non-metallic mineral products::07.17 Other products,14.03.04 Non-metallic mineral products::07.12 White spirit SBP|14.03.04 Non-metallic mineral products::07.13 Lubricants|14.03.04 Non-metallic mineral products::07.14 Bitumen|14.03.04 Non-metallic mineral products::07.15 Paraffin waxes|14.03.04 Non-metallic mineral products::07.16 Petroleum coke|14.03.04 Non-metallic mineral products::07.17 Other products,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,07.99 PetProd nonspecified,14.03.04 Non-metallic mineral products::07.99 PetProd nonspecified,14.03.04 Non-metallic mineral products::07.99 PetProd nonspecified,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,08.01 Natural gas,14.03.04 Non-metallic mineral products::08.01 Natural gas,14.03.04 Non-metallic mineral products::08.01 Natural gas,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,08.03 Gas works gas,14.03.04 Non-metallic mineral products::08.03 Gas works gas,14.03.04 Non-metallic mineral products::08.03 Gas works gas,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,15.01 Fuelwood & woodwaste,14.03.04 Non-metallic mineral products::15.01 Fuelwood & woodwaste,14.03.04 Non-metallic mineral products::15.01 Fuelwood & woodwaste,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,15.02 Bagasse,14.03.04 Non-metallic mineral products::15.02 Bagasse,14.03.04 Non-metallic mineral products::15.02 Bagasse,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,15.03 Charcoal,14.03.04 Non-metallic mineral products::15.03 Charcoal,14.03.04 Non-metallic mineral products::15.03 Charcoal,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,15.04 Black liquor,14.03.04 Non-metallic mineral products::15.04 Black liquor,14.03.04 Non-metallic mineral products::15.04 Black liquor,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,15.05 Other biomass,14.03.04 Non-metallic mineral products::15.05 Other biomass,14.03.04 Non-metallic mineral products::15.05 Other biomass,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,16.01 Biogas,14.03.04 Non-metallic mineral products::16.01 Biogas,14.03.04 Non-metallic mineral products::16.01 Biogas,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,16.02 Industrial waste,14.03.04 Non-metallic mineral products::16.02 Industrial waste,14.03.04 Non-metallic mineral products::16.02 Industrial waste,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,16.03 Municipal solid waste (renewable),14.03.04 Non-metallic mineral products::16.03 Municipal solid waste (renewable),14.03.04 Non-metallic mineral products::16.03 Municipal solid waste (renewable),unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,16.04 Municipal solid waste (non-renewable),14.03.04 Non-metallic mineral products::16.04 Municipal solid waste (non-renewable),14.03.04 Non-metallic mineral products::16.04 Municipal solid waste (non-renewable),unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,16.05 Biogasoline,14.03.04 Non-metallic mineral products::16.05 Biogasoline,14.03.04 Non-metallic mineral products::16.05 Biogasoline,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,16.06 Biodiesel,14.03.04 Non-metallic mineral products::16.06 Biodiesel,14.03.04 Non-metallic mineral products::16.06 Biodiesel,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,16.07 Bio jet kerosene,14.03.04 Non-metallic mineral products::16.07 Bio jet kerosene,14.03.04 Non-metallic mineral products::16.07 Bio jet kerosene,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,16.08 Other liquid biofuels,14.03.04 Non-metallic mineral products::16.08 Other liquid biofuels,14.03.04 Non-metallic mineral products::16.08 Other liquid biofuels,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,16.09 Other sources,14.03.04 Non-metallic mineral products::16.09 Other sources,14.03.04 Non-metallic mineral products::16.09 Other sources,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,16.12 Hydrogen,14.03.04 Non-metallic mineral products::16.12 Hydrogen,14.03.04 Non-metallic mineral products::16.12 Hydrogen,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,17 Electricity,14.03.04 Non-metallic mineral products::17 Electricity,14.03.04 Non-metallic mineral products::17 Electricity,unchanged
esto_leap_ninth,14.03.04 Non-metallic mineral products,18 Heat,14.03.04 Non-metallic mineral products::18 Heat,14.03.04 Non-metallic mineral products::18 Heat,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,01.02 Other bituminous coal,14.03.05 Transportation equipment::01.02 Other bituminous coal|14.03.05 Transportation equipment::01.03 Sub-bituminous coal|14.03.05 Transportation equipment::01.04 Anthracite,14.03.05 Transportation equipment::01.02 Other bituminous coal|14.03.05 Transportation equipment::01.03 Sub-bituminous coal|14.03.05 Transportation equipment::01.04 Anthracite,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,01.03 Sub-bituminous coal,14.03.05 Transportation equipment::01.02 Other bituminous coal|14.03.05 Transportation equipment::01.03 Sub-bituminous coal|14.03.05 Transportation equipment::01.04 Anthracite,14.03.05 Transportation equipment::01.02 Other bituminous coal|14.03.05 Transportation equipment::01.03 Sub-bituminous coal|14.03.05 Transportation equipment::01.04 Anthracite,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,01.04 Anthracite,14.03.05 Transportation equipment::01.02 Other bituminous coal|14.03.05 Transportation equipment::01.03 Sub-bituminous coal|14.03.05 Transportation equipment::01.04 Anthracite,14.03.05 Transportation equipment::01.02 Other bituminous coal|14.03.05 Transportation equipment::01.03 Sub-bituminous coal|14.03.05 Transportation equipment::01.04 Anthracite,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,01.05 Lignite,14.03.05 Transportation equipment::01.05 Lignite,14.03.05 Transportation equipment::01.05 Lignite,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,02.01 Coke oven coke,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,02.02 Gas coke,14.03.05 Transportation equipment::02.02 Gas coke,14.03.05 Transportation equipment::02.02 Gas coke,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,02.03 Coke oven gas,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,02.04 Blast furnace gas,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,02.05 Other recovered gases,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,02.06 Patent fuel,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,02.07 Coal tar,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,02.08 BKB/PB,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,14.03.05 Transportation equipment::02.01 Coke oven coke|14.03.05 Transportation equipment::02.03 Coke oven gas|14.03.05 Transportation equipment::02.04 Blast furnace gas|14.03.05 Transportation equipment::02.05 Other recovered gases|14.03.05 Transportation equipment::02.06 Patent fuel|14.03.05 Transportation equipment::02.07 Coal tar|14.03.05 Transportation equipment::02.08 BKB/PB,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,07.01 Motor gasoline,14.03.05 Transportation equipment::07.01 Motor gasoline,14.03.05 Transportation equipment::07.01 Motor gasoline,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,07.04 Gasoline type jet fuel,14.03.05 Transportation equipment::07.04 Gasoline type jet fuel|14.03.05 Transportation equipment::07.05 Kerosene type jet fuel,14.03.05 Transportation equipment::07.04 Gasoline type jet fuel|14.03.05 Transportation equipment::07.05 Kerosene type jet fuel,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,07.05 Kerosene type jet fuel,14.03.05 Transportation equipment::07.04 Gasoline type jet fuel|14.03.05 Transportation equipment::07.05 Kerosene type jet fuel,14.03.05 Transportation equipment::07.04 Gasoline type jet fuel|14.03.05 Transportation equipment::07.05 Kerosene type jet fuel,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,07.06 Kerosene,14.03.05 Transportation equipment::07.06 Kerosene,14.03.05 Transportation equipment::07.06 Kerosene,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,07.07 Gas/diesel oil,14.03.05 Transportation equipment::07.07 Gas/diesel oil,14.03.05 Transportation equipment::07.07 Gas/diesel oil,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,07.08 Fuel oil,14.03.05 Transportation equipment::07.08 Fuel oil,14.03.05 Transportation equipment::07.08 Fuel oil,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,07.09 LPG,14.03.05 Transportation equipment::07.09 LPG,14.03.05 Transportation equipment::07.09 LPG,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,07.12 White spirit SBP,14.03.05 Transportation equipment::07.12 White spirit SBP|14.03.05 Transportation equipment::07.15 Paraffin waxes|14.03.05 Transportation equipment::07.17 Other products,14.03.05 Transportation equipment::07.12 White spirit SBP|14.03.05 Transportation equipment::07.15 Paraffin waxes|14.03.05 Transportation equipment::07.17 Other products,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,07.15 Paraffin waxes,14.03.05 Transportation equipment::07.12 White spirit SBP|14.03.05 Transportation equipment::07.15 Paraffin waxes|14.03.05 Transportation equipment::07.17 Other products,14.03.05 Transportation equipment::07.12 White spirit SBP|14.03.05 Transportation equipment::07.15 Paraffin waxes|14.03.05 Transportation equipment::07.17 Other products,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,07.17 Other products,14.03.05 Transportation equipment::07.12 White spirit SBP|14.03.05 Transportation equipment::07.15 Paraffin waxes|14.03.05 Transportation equipment::07.17 Other products,14.03.05 Transportation equipment::07.12 White spirit SBP|14.03.05 Transportation equipment::07.15 Paraffin waxes|14.03.05 Transportation equipment::07.17 Other products,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,07.99 PetProd nonspecified,14.03.05 Transportation equipment::07.99 PetProd nonspecified,14.03.05 Transportation equipment::07.99 PetProd nonspecified,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,08.01 Natural gas,14.03.05 Transportation equipment::08.01 Natural gas,14.03.05 Transportation equipment::08.01 Natural gas,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,08.03 Gas works gas,14.03.05 Transportation equipment::08.03 Gas works gas,14.03.05 Transportation equipment::08.03 Gas works gas,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,15.01 Fuelwood & woodwaste,14.03.05 Transportation equipment::15.01 Fuelwood & woodwaste,14.03.05 Transportation equipment::15.01 Fuelwood & woodwaste,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,15.02 Bagasse,14.03.05 Transportation equipment::15.02 Bagasse,14.03.05 Transportation equipment::15.02 Bagasse,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,15.03 Charcoal,14.03.05 Transportation equipment::15.03 Charcoal,14.03.05 Transportation equipment::15.03 Charcoal,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,15.04 Black liquor,14.03.05 Transportation equipment::15.04 Black liquor,14.03.05 Transportation equipment::15.04 Black liquor,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,15.05 Other biomass,14.03.05 Transportation equipment::15.05 Other biomass,14.03.05 Transportation equipment::15.05 Other biomass,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,16.01 Biogas,14.03.05 Transportation equipment::16.01 Biogas,14.03.05 Transportation equipment::16.01 Biogas,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,16.02 Industrial waste,14.03.05 Transportation equipment::16.02 Industrial waste,14.03.05 Transportation equipment::16.02 Industrial waste,unchanged
esto_leap_ninth,14.03.05 Transportation equipment,16.03 Municipal solid waste (renewable),14.03.05 Transportation equipment::16.03 Municipal solid waste (renewable),14.03.05 Transportation equipment::16.03 Municipal solid waste (renewable),unchanged
