comparison_scope,target_system,target_pair,current_component_signature,compiled_component_signature,component_status
BOTH,ESTO,17 Non-energy use::06.05 Other hydrocarbons,BOTH:ESTO:17 Non-energy use::06.03 Refinery feedstocks|BOTH:ESTO:17 Non-energy use::06.04 Additives/ oxygenates|BOTH:ESTO:17 Non-energy use::06.05 Other hydrocarbons,BOTH:ESTO:17 Non-energy use::06.03 Refinery feedstocks|BOTH:ESTO:17 Non-energy use::06.04 Additives/ oxygenates|BOTH:ESTO:17 Non-energy use::06.05 Other hydrocarbons,unchanged
BOTH,ESTO,17 Non-energy use::07.01 Motor gasoline,BOTH:ESTO:17 Non-energy use::07.01 Motor gasoline,BOTH:ESTO:17 Non-energy use::07.01 Motor gasoline,unchanged
BOTH,ESTO,17 Non-energy use::07.03 Naphtha,BOTH:ESTO:17 Non-energy use::07.03 Naphtha,BOTH:ESTO:17 Non-energy use::07.03 Naphtha,unchanged
BOTH,ESTO,17 Non-energy use::07.06 Kerosene,BOTH:ESTO:17 Non-energy use::07.06 Kerosene,BOTH:ESTO:17 Non-energy use::07.06 Kerosene,unchanged
BOTH,ESTO,17 Non-energy use::07.07 Gas/diesel oil,BOTH:ESTO:17 Non-energy use::07.07 Gas/diesel oil,BOTH:ESTO:17 Non-energy use::07.07 Gas/diesel oil,unchanged
BOTH,ESTO,17 Non-energy use::07.08 Fuel oil,BOTH:ESTO:17 Non-energy use::07.08 Fuel oil,BOTH:ESTO:17 Non-energy use::07.08 Fuel oil,unchanged
BOTH,ESTO,17 Non-energy use::07.09 LPG,BOTH:ESTO:17 Non-energy use::07.09 LPG,BOTH:ESTO:17 Non-energy use::07.09 LPG,unchanged
BOTH,ESTO,17 Non-energy use::07.10 Refinery gas (not liquefied),BOTH:ESTO:17 Non-energy use::07.10 Refinery gas (not liquefied),BOTH:ESTO:17 Non-energy use::07.10 Refinery gas (not liquefied),unchanged
BOTH,ESTO,17 Non-energy use::07.11 Ethane,BOTH:ESTO:17 Non-energy use::07.11 Ethane,BOTH:ESTO:17 Non-energy use::07.11 Ethane,unchanged
BOTH,ESTO,17 Non-energy use::07.12 White spirit SBP,BOTH:ESTO:17 Non-energy use::07.12 White spirit SBP|BOTH:ESTO:17 Non-energy use::07.13 Lubricants|BOTH:ESTO:17 Non-energy use::07.14 Bitumen|BOTH:ESTO:17 Non-energy use::07.15 Paraffin waxes|BOTH:ESTO:17 Non-energy use::07.16 Petroleum coke|BOTH:ESTO:17 Non-energy use::07.17 Other products,BOTH:ESTO:17 Non-energy use::07.12 White spirit SBP|BOTH:ESTO:17 Non-energy use::07.13 Lubricants|BOTH:ESTO:17 Non-energy use::07.14 Bitumen|BOTH:ESTO:17 Non-energy use::07.15 Paraffin waxes|BOTH:ESTO:17 Non-energy use::07.16 Petroleum coke|BOTH:ESTO:17 Non-energy use::07.17 Other products,unchanged
BOTH,ESTO,17 Non-energy use::07.13 Lubricants,BOTH:ESTO:17 Non-energy use::07.12 White spirit SBP|BOTH:ESTO:17 Non-energy use::07.13 Lubricants|BOTH:ESTO:17 Non-energy use::07.14 Bitumen|BOTH:ESTO:17 Non-energy use::07.15 Paraffin waxes|BOTH:ESTO:17 Non-energy use::07.16 Petroleum coke|BOTH:ESTO:17 Non-energy use::07.17 Other products,BOTH:ESTO:17 Non-energy use::07.12 White spirit SBP|BOTH:ESTO:17 Non-energy use::07.13 Lubricants|BOTH:ESTO:17 Non-energy use::07.14 Bitumen|BOTH:ESTO:17 Non-energy use::07.15 Paraffin waxes|BOTH:ESTO:17 Non-energy use::07.16 Petroleum coke|BOTH:ESTO:17 Non-energy use::07.17 Other products,unchanged
BOTH,ESTO,17 Non-energy use::07.14 Bitumen,BOTH:ESTO:17 Non-energy use::07.12 White spirit SBP|BOTH:ESTO:17 Non-energy use::07.13 Lubricants|BOTH:ESTO:17 Non-energy use::07.14 Bitumen|BOTH:ESTO:17 Non-energy use::07.15 Paraffin waxes|BOTH:ESTO:17 Non-energy use::07.16 Petroleum coke|BOTH:ESTO:17 Non-energy use::07.17 Other products,BOTH:ESTO:17 Non-energy use::07.12 White spirit SBP|BOTH:ESTO:17 Non-energy use::07.13 Lubricants|BOTH:ESTO:17 Non-energy use::07.14 Bitumen|BOTH:ESTO:17 Non-energy use::07.15 Paraffin waxes|BOTH:ESTO:17 Non-energy use::07.16 Petroleum coke|BOTH:ESTO:17 Non-energy use::07.17 Other products,unchanged
BOTH,ESTO,17 Non-energy use::07.15 Paraffin waxes,BOTH:ESTO:17 Non-energy use::07.12 White spirit SBP|BOTH:ESTO:17 Non-energy use::07.13 Lubricants|BOTH:ESTO:17 Non-energy use::07.14 Bitumen|BOTH:ESTO:17 Non-energy use::07.15 Paraffin waxes|BOTH:ESTO:17 Non-energy use::07.16 Petroleum coke|BOTH:ESTO:17 Non-energy use::07.17 Other products,BOTH:ESTO:17 Non-energy use::07.12 White spirit SBP|BOTH:ESTO:17 Non-energy use::07.13 Lubricants|BOTH:ESTO:17 Non-energy use::07.14 Bitumen|BOTH:ESTO:17 Non-energy use::07.15 Paraffin waxes|BOTH:ESTO:17 Non-energy use::07.16 Petroleum coke|BOTH:ESTO:17 Non-energy use::07.17 Other products,unchanged
BOTH,ESTO,17 Non-energy use::07.16 Petroleum coke,BOTH:ESTO:17 Non-energy use::07.12 White spirit SBP|BOTH:ESTO:17 Non-energy use::07.13 Lubricants|BOTH:ESTO:17 Non-energy use::07.14 Bitumen|BOTH:ESTO:17 Non-energy use::07.15 Paraffin waxes|BOTH:ESTO:17 Non-energy use::07.16 Petroleum coke|BOTH:ESTO:17 Non-energy use::07.17 Other products,BOTH:ESTO:17 Non-energy use::07.12 White spirit SBP|BOTH:ESTO:17 Non-energy use::07.13 Lubricants|BOTH:ESTO:17 Non-energy use::07.14 Bitumen|BOTH:ESTO:17 Non-energy use::07.15 Paraffin waxes|BOTH:ESTO:17 Non-energy use::07.16 Petroleum coke|BOTH:ESTO:17 Non-energy use::07.17 Other products,unchanged
BOTH,ESTO,17 Non-energy use::07.17 Other products,BOTH:ESTO:17 Non-energy use::07.12 White spirit SBP|BOTH:ESTO:17 Non-energy use::07.13 Lubricants|BOTH:ESTO:17 Non-energy use::07.14 Bitumen|BOTH:ESTO:17 Non-energy use::07.15 Paraffin waxes|BOTH:ESTO:17 Non-energy use::07.16 Petroleum coke|BOTH:ESTO:17 Non-energy use::07.17 Other products,BOTH:ESTO:17 Non-energy use::07.12 White spirit SBP|BOTH:ESTO:17 Non-energy use::07.13 Lubricants|BOTH:ESTO:17 Non-energy use::07.14 Bitumen|BOTH:ESTO:17 Non-energy use::07.15 Paraffin waxes|BOTH:ESTO:17 Non-energy use::07.16 Petroleum coke|BOTH:ESTO:17 Non-energy use::07.17 Other products,unchanged
BOTH,ESTO,17 Non-energy use::07.99 PetProd nonspecified,BOTH:ESTO:17 Non-energy use::07.99 PetProd nonspecified,BOTH:ESTO:17 Non-energy use::07.99 PetProd nonspecified,unchanged
BOTH,ESTO,17 Non-energy use::08.01 Natural gas,BOTH:ESTO:17 Non-energy use::08.01 Natural gas,BOTH:ESTO:17 Non-energy use::08.01 Natural gas,unchanged
BOTH,ESTO,17 Non-energy use::08.03 Gas works gas,BOTH:ESTO:17 Non-energy use::08.03 Gas works gas,BOTH:ESTO:17 Non-energy use::08.03 Gas works gas,unchanged
BOTH,ESTO,17 Non-energy use::15.01 Fuelwood & woodwaste,BOTH:ESTO:17 Non-energy use::15.01 Fuelwood & woodwaste,BOTH:ESTO:17 Non-energy use::15.01 Fuelwood & woodwaste,unchanged
BOTH,ESTO,17 Non-energy use::15.02 Bagasse,BOTH:ESTO:17 Non-energy use::15.02 Bagasse,BOTH:ESTO:17 Non-energy use::15.02 Bagasse,unchanged
BOTH,ESTO,17 Non-energy use::15.03 Charcoal,BOTH:ESTO:17 Non-energy use::15.03 Charcoal,BOTH:ESTO:17 Non-energy use::15.03 Charcoal,unchanged
BOTH,ESTO,17 Non-energy use::15.04 Black liquor,BOTH:ESTO:17 Non-energy use::15.04 Black liquor,BOTH:ESTO:17 Non-energy use::15.04 Black liquor,unchanged
BOTH,ESTO,17 Non-energy use::15.05 Other biomass,BOTH:ESTO:17 Non-energy use::15.05 Other biomass,BOTH:ESTO:17 Non-energy use::15.05 Other biomass,unchanged
BOTH,ESTO,17 Non-energy use::16.01 Biogas,BOTH:ESTO:17 Non-energy use::16.01 Biogas,BOTH:ESTO:17 Non-energy use::16.01 Biogas,unchanged
BOTH,ESTO,17 Non-energy use::16.02 Industrial waste,BOTH:ESTO:17 Non-energy use::16.02 Industrial waste,BOTH:ESTO:17 Non-energy use::16.02 Industrial waste,unchanged
BOTH,ESTO,17 Non-energy use::16.03 Municipal solid waste (renewable),BOTH:ESTO:17 Non-energy use::16.03 Municipal solid waste (renewable),BOTH:ESTO:17 Non-energy use::16.03 Municipal solid waste (renewable),unchanged
BOTH,ESTO,17 Non-energy use::16.04 Municipal solid waste (non-renewable),BOTH:ESTO:17 Non-energy use::16.04 Municipal solid waste (non-renewable),BOTH:ESTO:17 Non-energy use::16.04 Municipal solid waste (non-renewable),unchanged
BOTH,ESTO,17 Non-energy use::16.05 Biogasoline,BOTH:ESTO:17 Non-energy use::16.05 Biogasoline,BOTH:ESTO:17 Non-energy use::16.05 Biogasoline,unchanged
BOTH,ESTO,17 Non-energy use::16.06 Biodiesel,BOTH:ESTO:17 Non-energy use::16.06 Biodiesel,BOTH:ESTO:17 Non-energy use::16.06 Biodiesel,unchanged
BOTH,ESTO,17 Non-energy use::16.07 Bio jet kerosene,BOTH:ESTO:17 Non-energy use::16.07 Bio jet kerosene,BOTH:ESTO:17 Non-energy use::16.07 Bio jet kerosene,unchanged
BOTH,ESTO,17 Non-energy use::16.08 Other liquid biofuels,BOTH:ESTO:17 Non-energy use::16.08 Other liquid biofuels,BOTH:ESTO:17 Non-energy use::16.08 Other liquid biofuels,unchanged
BOTH,ESTO,17 Non-energy use::16.09 Other sources,BOTH:ESTO:17 Non-energy use::16.09 Other sources,BOTH:ESTO:17 Non-energy use::16.09 Other sources,unchanged
BOTH,ESTO,17 Non-energy use::16.12 Hydrogen,BOTH:ESTO:17 Non-energy use::16.12 Hydrogen,BOTH:ESTO:17 Non-energy use::16.12 Hydrogen,unchanged
BOTH,ESTO,18 Electricity output in GWh::16.10 Ammonia,BOTH:ESTO:18 Electricity output in GWh::16.10 Ammonia,BOTH:ESTO:18 Electricity output in GWh::16.10 Ammonia,unchanged
BOTH,ESTO,18 Electricity output in GWh::16.12 Hydrogen,BOTH:ESTO:18 Electricity output in GWh::16.12 Hydrogen,BOTH:ESTO:18 Electricity output in GWh::16.12 Hydrogen,unchanged
BOTH,ESTO,18.01 MAP electricity plants::01.02 Other bituminous coal,BOTH:ESTO:18.01 MAP electricity plants::01.02 Other bituminous coal|BOTH:ESTO:18.01 MAP electricity plants::01.03 Sub-bituminous coal|BOTH:ESTO:18.01 MAP electricity plants::01.04 Anthracite|BOTH:ESTO:18.02 MAP CHP plants::01.02 Other bituminous coal|BOTH:ESTO:18.02 MAP CHP plants::01.03 Sub-bituminous coal|BOTH:ESTO:18.02 MAP CHP plants::01.04 Anthracite|BOTH:ESTO:18.03 AP electricity plants::01.02 Other bituminous coal,BOTH:ESTO:18.01 MAP electricity plants::01.02 Other bituminous coal|BOTH:ESTO:18.01 MAP electricity plants::01.03 Sub-bituminous coal|BOTH:ESTO:18.01 MAP electricity plants::01.04 Anthracite|BOTH:ESTO:18.02 MAP CHP plants::01.02 Other bituminous coal|BOTH:ESTO:18.02 MAP CHP plants::01.03 Sub-bituminous coal|BOTH:ESTO:18.02 MAP CHP plants::01.04 Anthracite|BOTH:ESTO:18.03 AP electricity plants::01.02 Other bituminous coal,unchanged
BOTH,ESTO,18.01 MAP electricity plants::01.03 Sub-bituminous coal,BOTH:ESTO:18.01 MAP electricity plants::01.02 Other bituminous coal|BOTH:ESTO:18.01 MAP electricity plants::01.03 Sub-bituminous coal|BOTH:ESTO:18.01 MAP electricity plants::01.04 Anthracite|BOTH:ESTO:18.02 MAP CHP plants::01.02 Other bituminous coal|BOTH:ESTO:18.02 MAP CHP plants::01.03 Sub-bituminous coal|BOTH:ESTO:18.02 MAP CHP plants::01.04 Anthracite|BOTH:ESTO:18.03 AP electricity plants::01.02 Other bituminous coal,BOTH:ESTO:18.01 MAP electricity plants::01.02 Other bituminous coal|BOTH:ESTO:18.01 MAP electricity plants::01.03 Sub-bituminous coal|BOTH:ESTO:18.01 MAP electricity plants::01.04 Anthracite|BOTH:ESTO:18.02 MAP CHP plants::01.02 Other bituminous coal|BOTH:ESTO:18.02 MAP CHP plants::01.03 Sub-bituminous coal|BOTH:ESTO:18.02 MAP CHP plants::01.04 Anthracite|BOTH:ESTO:18.03 AP electricity plants::01.02 Other bituminous coal,unchanged
BOTH,ESTO,18.01 MAP electricity plants::01.04 Anthracite,BOTH:ESTO:18.01 MAP electricity plants::01.02 Other bituminous coal|BOTH:ESTO:18.01 MAP electricity plants::01.03 Sub-bituminous coal|BOTH:ESTO:18.01 MAP electricity plants::01.04 Anthracite|BOTH:ESTO:18.02 MAP CHP plants::01.02 Other bituminous coal|BOTH:ESTO:18.02 MAP CHP plants::01.03 Sub-bituminous coal|BOTH:ESTO:18.02 MAP CHP plants::01.04 Anthracite|BOTH:ESTO:18.03 AP electricity plants::01.02 Other bituminous coal,BOTH:ESTO:18.01 MAP electricity plants::01.02 Other bituminous coal|BOTH:ESTO:18.01 MAP electricity plants::01.03 Sub-bituminous coal|BOTH:ESTO:18.01 MAP electricity plants::01.04 Anthracite|BOTH:ESTO:18.02 MAP CHP plants::01.02 Other bituminous coal|BOTH:ESTO:18.02 MAP CHP plants::01.03 Sub-bituminous coal|BOTH:ESTO:18.02 MAP CHP plants::01.04 Anthracite|BOTH:ESTO:18.03 AP electricity plants::01.02 Other bituminous coal,unchanged
BOTH,ESTO,18.01 MAP electricity plants::01.05 Lignite,BOTH:ESTO:18.01 MAP electricity plants::01.05 Lignite|BOTH:ESTO:18.02 MAP CHP plants::01.05 Lignite,BOTH:ESTO:18.01 MAP electricity plants::01.05 Lignite|BOTH:ESTO:18.02 MAP CHP plants::01.05 Lignite,unchanged
BOTH,ESTO,18.01 MAP electricity plants::01.99 Coal nonspecified,BOTH:ESTO:18.01 MAP electricity plants::01.99 Coal nonspecified|BOTH:ESTO:18.02 MAP CHP plants::01.99 Coal nonspecified|BOTH:ESTO:18.03 AP electricity plants::01.99 Coal nonspecified,BOTH:ESTO:18.01 MAP electricity plants::01.99 Coal nonspecified|BOTH:ESTO:18.02 MAP CHP plants::01.99 Coal nonspecified|BOTH:ESTO:18.03 AP electricity plants::01.99 Coal nonspecified,unchanged
BOTH,ESTO,18.01 MAP electricity plants::02.01 Coke oven coke,BOTH:ESTO:18.01 MAP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.01 MAP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.01 MAP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.01 MAP electricity plants::02.05 Other recovered gases|BOTH:ESTO:18.02 MAP CHP plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.03 AP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.03 AP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.05 Other recovered gases,BOTH:ESTO:18.01 MAP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.01 MAP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.01 MAP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.01 MAP electricity plants::02.05 Other recovered gases|BOTH:ESTO:18.02 MAP CHP plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.03 AP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.03 AP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.05 Other recovered gases,unchanged
BOTH,ESTO,18.01 MAP electricity plants::02.03 Coke oven gas,BOTH:ESTO:18.01 MAP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.01 MAP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.01 MAP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.01 MAP electricity plants::02.05 Other recovered gases|BOTH:ESTO:18.02 MAP CHP plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.03 AP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.03 AP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.05 Other recovered gases,BOTH:ESTO:18.01 MAP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.01 MAP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.01 MAP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.01 MAP electricity plants::02.05 Other recovered gases|BOTH:ESTO:18.02 MAP CHP plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.03 AP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.03 AP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.05 Other recovered gases,unchanged
BOTH,ESTO,18.01 MAP electricity plants::02.04 Blast furnace gas,BOTH:ESTO:18.01 MAP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.01 MAP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.01 MAP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.01 MAP electricity plants::02.05 Other recovered gases|BOTH:ESTO:18.02 MAP CHP plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.03 AP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.03 AP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.05 Other recovered gases,BOTH:ESTO:18.01 MAP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.01 MAP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.01 MAP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.01 MAP electricity plants::02.05 Other recovered gases|BOTH:ESTO:18.02 MAP CHP plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.03 AP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.03 AP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.05 Other recovered gases,unchanged
BOTH,ESTO,18.01 MAP electricity plants::02.05 Other recovered gases,BOTH:ESTO:18.01 MAP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.01 MAP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.01 MAP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.01 MAP electricity plants::02.05 Other recovered gases|BOTH:ESTO:18.02 MAP CHP plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.03 AP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.03 AP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.05 Other recovered gases,BOTH:ESTO:18.01 MAP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.01 MAP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.01 MAP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.01 MAP electricity plants::02.05 Other recovered gases|BOTH:ESTO:18.02 MAP CHP plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.01 Coke oven coke|BOTH:ESTO:18.03 AP electricity plants::02.03 Coke oven gas|BOTH:ESTO:18.03 AP electricity plants::02.04 Blast furnace gas|BOTH:ESTO:18.03 AP electricity plants::02.05 Other recovered gases,unchanged
BOTH,ESTO,18.01 MAP electricity plants::06.01 Crude oil,BOTH:ESTO:18.01 MAP electricity plants::06.01 Crude oil,BOTH:ESTO:18.01 MAP electricity plants::06.01 Crude oil,unchanged
BOTH,ESTO,18.01 MAP electricity plants::06.02 Natural gas liquids,BOTH:ESTO:18.01 MAP electricity plants::06.02 Natural gas liquids,BOTH:ESTO:18.01 MAP electricity plants::06.02 Natural gas liquids,unchanged
BOTH,ESTO,18.01 MAP electricity plants::07.03 Naphtha,BOTH:ESTO:18.01 MAP electricity plants::07.03 Naphtha|BOTH:ESTO:18.03 AP electricity plants::07.03 Naphtha,BOTH:ESTO:18.01 MAP electricity plants::07.03 Naphtha|BOTH:ESTO:18.03 AP electricity plants::07.03 Naphtha,unchanged
BOTH,ESTO,18.01 MAP electricity plants::07.05 Kerosene type jet fuel,BOTH:ESTO:18.01 MAP electricity plants::07.05 Kerosene type jet fuel,BOTH:ESTO:18.01 MAP electricity plants::07.05 Kerosene type jet fuel,unchanged
BOTH,ESTO,18.01 MAP electricity plants::07.06 Kerosene,BOTH:ESTO:18.01 MAP electricity plants::07.06 Kerosene|BOTH:ESTO:18.02 MAP CHP plants::07.06 Kerosene|BOTH:ESTO:18.03 AP electricity plants::07.06 Kerosene,BOTH:ESTO:18.01 MAP electricity plants::07.06 Kerosene|BOTH:ESTO:18.02 MAP CHP plants::07.06 Kerosene|BOTH:ESTO:18.03 AP electricity plants::07.06 Kerosene,unchanged
BOTH,ESTO,18.01 MAP electricity plants::07.07 Gas/diesel oil,BOTH:ESTO:18.01 MAP electricity plants::07.07 Gas/diesel oil|BOTH:ESTO:18.02 MAP CHP plants::07.07 Gas/diesel oil|BOTH:ESTO:18.03 AP electricity plants::07.07 Gas/diesel oil,BOTH:ESTO:18.01 MAP electricity plants::07.07 Gas/diesel oil|BOTH:ESTO:18.02 MAP CHP plants::07.07 Gas/diesel oil|BOTH:ESTO:18.03 AP electricity plants::07.07 Gas/diesel oil,unchanged
BOTH,ESTO,18.01 MAP electricity plants::07.08 Fuel oil,BOTH:ESTO:18.01 MAP electricity plants::07.08 Fuel oil|BOTH:ESTO:18.02 MAP CHP plants::07.08 Fuel oil|BOTH:ESTO:18.03 AP electricity plants::07.08 Fuel oil,BOTH:ESTO:18.01 MAP electricity plants::07.08 Fuel oil|BOTH:ESTO:18.02 MAP CHP plants::07.08 Fuel oil|BOTH:ESTO:18.03 AP electricity plants::07.08 Fuel oil,unchanged
BOTH,ESTO,18.01 MAP electricity plants::07.09 LPG,BOTH:ESTO:18.01 MAP electricity plants::07.09 LPG|BOTH:ESTO:18.03 AP electricity plants::07.09 LPG,BOTH:ESTO:18.01 MAP electricity plants::07.09 LPG|BOTH:ESTO:18.03 AP electricity plants::07.09 LPG,unchanged
BOTH,ESTO,18.01 MAP electricity plants::07.10 Refinery gas (not liquefied),BOTH:ESTO:18.01 MAP electricity plants::07.10 Refinery gas (not liquefied)|BOTH:ESTO:18.02 MAP CHP plants::07.10 Refinery gas (not liquefied)|BOTH:ESTO:18.03 AP electricity plants::07.10 Refinery gas (not liquefied),BOTH:ESTO:18.01 MAP electricity plants::07.10 Refinery gas (not liquefied)|BOTH:ESTO:18.02 MAP CHP plants::07.10 Refinery gas (not liquefied)|BOTH:ESTO:18.03 AP electricity plants::07.10 Refinery gas (not liquefied),unchanged
BOTH,ESTO,18.01 MAP electricity plants::07.14 Bitumen,BOTH:ESTO:18.01 MAP electricity plants::07.14 Bitumen|BOTH:ESTO:18.01 MAP electricity plants::07.16 Petroleum coke|BOTH:ESTO:18.01 MAP electricity plants::07.17 Other products|BOTH:ESTO:18.02 MAP CHP plants::07.16 Petroleum coke|BOTH:ESTO:18.02 MAP CHP plants::07.17 Other products|BOTH:ESTO:18.03 AP electricity plants::07.14 Bitumen|BOTH:ESTO:18.03 AP electricity plants::07.16 Petroleum coke|BOTH:ESTO:18.03 AP electricity plants::07.17 Other products,BOTH:ESTO:18.01 MAP electricity plants::07.14 Bitumen|BOTH:ESTO:18.01 MAP electricity plants::07.16 Petroleum coke|BOTH:ESTO:18.01 MAP electricity plants::07.17 Other products|BOTH:ESTO:18.02 MAP CHP plants::07.16 Petroleum coke|BOTH:ESTO:18.02 MAP CHP plants::07.17 Other products|BOTH:ESTO:18.03 AP electricity plants::07.14 Bitumen|BOTH:ESTO:18.03 AP electricity plants::07.16 Petroleum coke|BOTH:ESTO:18.03 AP electricity plants::07.17 Other products,unchanged
BOTH,ESTO,18.01 MAP electricity plants::07.16 Petroleum coke,BOTH:ESTO:18.01 MAP electricity plants::07.14 Bitumen|BOTH:ESTO:18.01 MAP electricity plants::07.16 Petroleum coke|BOTH:ESTO:18.01 MAP electricity plants::07.17 Other products|BOTH:ESTO:18.02 MAP CHP plants::07.16 Petroleum coke|BOTH:ESTO:18.02 MAP CHP plants::07.17 Other products|BOTH:ESTO:18.03 AP electricity plants::07.14 Bitumen|BOTH:ESTO:18.03 AP electricity plants::07.16 Petroleum coke|BOTH:ESTO:18.03 AP electricity plants::07.17 Other products,BOTH:ESTO:18.01 MAP electricity plants::07.14 Bitumen|BOTH:ESTO:18.01 MAP electricity plants::07.16 Petroleum coke|BOTH:ESTO:18.01 MAP electricity plants::07.17 Other products|BOTH:ESTO:18.02 MAP CHP plants::07.16 Petroleum coke|BOTH:ESTO:18.02 MAP CHP plants::07.17 Other products|BOTH:ESTO:18.03 AP electricity plants::07.14 Bitumen|BOTH:ESTO:18.03 AP electricity plants::07.16 Petroleum coke|BOTH:ESTO:18.03 AP electricity plants::07.17 Other products,unchanged
