flows,products,is_subtotal,structural_origin,structural_rule_ids,structural_parent_flow,structural_parent_product,rollup_modes,rollup_group_ids
01 Production,01.01 Coking coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,01.02 Other bituminous coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,01.03 Sub-bituminous coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,01.04 Anthracite,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,01.05 Lignite,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,01.99 Coal nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,02.01 Coke oven coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,02.02 Gas coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,02.03 Coke oven gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,02.04 Blast furnace gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,02.05 Other recovered gases,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,02.06 Patent fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,02.07 Coal tar,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,02.08 BKB/PB,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,03 Peat,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,04 Peat products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,05 Oil shale and oil sands,False,active_mapping,ninth_pairs_to_esto_pairs,,,,
01 Production,06.01 Crude oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,06.02 Natural gas liquids,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,06.03 Refinery feedstocks,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,06.04 Additives/ oxygenates,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,06.05 Other hydrocarbons,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.01 Motor gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.02 Aviation gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.03 Naphtha,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.06 Kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.08 Fuel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.09 LPG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.10 Refinery gas (not liquefied),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.11 Ethane,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.12 White spirit SBP,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.13 Lubricants,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.14 Bitumen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.15 Paraffin waxes,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.16 Petroleum coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.17 Other products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,08.01 Natural gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,08.02 LNG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,08.03 Gas works gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,08.99 Gas nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,09 Nuclear,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,10 Hydro,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,11 Geothermal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,12.01 of which: Photovoltaics,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,12.99 Solar nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,"13 Tide, wave, ocean",False,active_mapping,ninth_pairs_to_esto_pairs,,,,
01 Production,14 Wind,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,15.02 Bagasse,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,15.03 Charcoal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,15.04 Black liquor,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,15.05 Other biomass,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,16.01 Biogas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,16.02 Industrial waste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,16.05 Biogasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,16.06 Biodiesel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,16.09 Other sources,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,16.10 Ammonia,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,16.11 E-fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,16.12 Hydrogen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,17 Electricity,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
01 Production,18 Heat,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,01.01 Coking coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,01.02 Other bituminous coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,01.03 Sub-bituminous coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,01.04 Anthracite,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,01.05 Lignite,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,01.99 Coal nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,02.01 Coke oven coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,02.02 Gas coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,02.03 Coke oven gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,02.04 Blast furnace gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,02.05 Other recovered gases,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,02.06 Patent fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,02.07 Coal tar,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,02.08 BKB/PB,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,03 Peat,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,04 Peat products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,05 Oil shale and oil sands,False,active_mapping,ninth_pairs_to_esto_pairs,,,,
02 Imports,06.01 Crude oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,06.02 Natural gas liquids,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,06.03 Refinery feedstocks,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,06.04 Additives/ oxygenates,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,06.05 Other hydrocarbons,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.01 Motor gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.02 Aviation gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.03 Naphtha,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.06 Kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.08 Fuel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.09 LPG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.10 Refinery gas (not liquefied),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.11 Ethane,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.12 White spirit SBP,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.13 Lubricants,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.14 Bitumen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.15 Paraffin waxes,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.16 Petroleum coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.17 Other products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,08.01 Natural gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,08.02 LNG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,08.03 Gas works gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,08.99 Gas nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,09 Nuclear,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,10 Hydro,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,11 Geothermal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,12.01 of which: Photovoltaics,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,12.99 Solar nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,"13 Tide, wave, ocean",False,active_mapping,ninth_pairs_to_esto_pairs,,,,
02 Imports,14 Wind,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,15.02 Bagasse,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,15.03 Charcoal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,15.04 Black liquor,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,15.05 Other biomass,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,16.01 Biogas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,16.02 Industrial waste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,16.05 Biogasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,16.06 Biodiesel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,16.09 Other sources,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,16.10 Ammonia,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,16.11 E-fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,16.12 Hydrogen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,17 Electricity,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
02 Imports,18 Heat,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,01.01 Coking coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,01.02 Other bituminous coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,01.03 Sub-bituminous coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,01.04 Anthracite,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,01.05 Lignite,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,01.99 Coal nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,02.01 Coke oven coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,02.02 Gas coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,02.03 Coke oven gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,02.04 Blast furnace gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,02.05 Other recovered gases,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,02.06 Patent fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,02.07 Coal tar,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,02.08 BKB/PB,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,03 Peat,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,04 Peat products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,05 Oil shale and oil sands,False,active_mapping,ninth_pairs_to_esto_pairs,,,,
03 Exports,06.01 Crude oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,06.02 Natural gas liquids,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,06.03 Refinery feedstocks,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,06.04 Additives/ oxygenates,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,06.05 Other hydrocarbons,False,active_mapping,leap_combined_esto,,,,
03 Exports,07.01 Motor gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.02 Aviation gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.03 Naphtha,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.06 Kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.08 Fuel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.09 LPG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.10 Refinery gas (not liquefied),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.11 Ethane,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.12 White spirit SBP,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.13 Lubricants,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.14 Bitumen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.15 Paraffin waxes,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.16 Petroleum coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.17 Other products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,08.01 Natural gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,08.02 LNG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,08.03 Gas works gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,08.99 Gas nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,09 Nuclear,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,10 Hydro,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,11 Geothermal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,12.01 of which: Photovoltaics,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,12.99 Solar nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,"13 Tide, wave, ocean",False,active_mapping,ninth_pairs_to_esto_pairs,,,,
03 Exports,14 Wind,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,15.02 Bagasse,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,15.03 Charcoal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,15.04 Black liquor,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,15.05 Other biomass,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,16.01 Biogas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,16.02 Industrial waste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,16.05 Biogasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,16.06 Biodiesel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,16.09 Other sources,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,16.10 Ammonia,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,16.11 E-fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,16.12 Hydrogen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,17 Electricity,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
03 Exports,18 Heat,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04 International marine bunkers,07.01 Motor gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04 International marine bunkers,07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04 International marine bunkers,07.08 Fuel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04 International marine bunkers,07.09 LPG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04 International marine bunkers,07.13 Lubricants,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04 International marine bunkers,07.17 Other products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04 International marine bunkers,08.01 Natural gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04 International marine bunkers,08.02 LNG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04 International marine bunkers,16.01 Biogas,False,active_mapping,ninth_pairs_to_esto_pairs,,,,
04 International marine bunkers,16.05 Biogasoline,False,active_mapping,ninth_pairs_to_esto_pairs,,,,
04 International marine bunkers,16.06 Biodiesel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04 International marine bunkers,16.10 Ammonia,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04 International marine bunkers,16.11 E-fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),07.01 Motor gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),07.02 Aviation gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),07.06 Kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),07.08 Fuel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),07.09 LPG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),07.13 Lubricants,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),07.17 Other products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),08.01 Natural gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),08.02 LNG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),16.01 Biogas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),16.05 Biogasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),16.06 Biodiesel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),16.10 Ammonia,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),16.11 E-fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
04-05 International transport (bunkers),16.12 Hydrogen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
05 International aviation bunkers,07.01 Motor gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
05 International aviation bunkers,07.02 Aviation gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
05 International aviation bunkers,07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
05 International aviation bunkers,07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
05 International aviation bunkers,16.05 Biogasoline,False,active_mapping,ninth_pairs_to_esto_pairs,,,,
05 International aviation bunkers,16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
05 International aviation bunkers,16.11 E-fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
05 International aviation bunkers,16.12 Hydrogen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
06 Stock changes,01.01 Coking coal,False,active_mapping,leap_combined_esto,,,,
06 Stock changes,01.02 Other bituminous coal,False,active_mapping,leap_combined_esto,,,,
