flows,products,is_subtotal,structural_origin,structural_rule_ids,structural_parent_flow,structural_parent_product,rollup_modes,rollup_group_ids
13 Total final energy consumption,02.01 Coke oven coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,02.02 Gas coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,02.03 Coke oven gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,02.04 Blast furnace gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,02.05 Other recovered gases,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,02.06 Patent fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,02.07 Coal tar,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,02.08 BKB/PB,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,03 Peat,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,04 Peat products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,06.01 Crude oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,06.03 Refinery feedstocks,False,active_mapping,leap_combined_esto,,,,
13 Total final energy consumption,07.01 Motor gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.02 Aviation gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.03 Naphtha,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.06 Kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.08 Fuel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.09 LPG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.10 Refinery gas (not liquefied),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.11 Ethane,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.12 White spirit SBP,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.13 Lubricants,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.14 Bitumen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.15 Paraffin waxes,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.16 Petroleum coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.17 Other products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,08.01 Natural gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,08.02 LNG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,08.03 Gas works gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,08.99 Gas nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,11 Geothermal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,12.99 Solar nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,15.02 Bagasse,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,15.03 Charcoal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,15.04 Black liquor,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,15.05 Other biomass,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,16.01 Biogas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,16.02 Industrial waste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,16.05 Biogasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,16.06 Biodiesel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,16.09 Other sources,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,16.10 Ammonia,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,16.11 E-fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,16.12 Hydrogen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,17 Electricity,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
13 Total final energy consumption,18 Heat,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,01.01 Coking coal,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,01.02 Other bituminous coal,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,01.03 Sub-bituminous coal,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,01.04 Anthracite,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,01.05 Lignite,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,01.99 Coal nonspecified,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,02.01 Coke oven coke,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,02.02 Gas coke,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,02.03 Coke oven gas,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,02.04 Blast furnace gas,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,02.05 Other recovered gases,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,02.06 Patent fuel,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,02.07 Coal tar,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,02.08 BKB/PB,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,06.01 Crude oil,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,06.03 Refinery feedstocks,True,active_mapping,leap_combined_esto,,,,
14 Industry sector,07.01 Motor gasoline,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.02 Aviation gasoline,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.03 Naphtha,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.04 Gasoline type jet fuel,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.05 Kerosene type jet fuel,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.06 Kerosene,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.07 Gas/diesel oil,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.08 Fuel oil,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.09 LPG,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.10 Refinery gas (not liquefied),True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.11 Ethane,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.12 White spirit SBP,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.13 Lubricants,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.14 Bitumen,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.15 Paraffin waxes,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.16 Petroleum coke,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.17 Other products,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,07.99 PetProd nonspecified,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,08.01 Natural gas,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,08.03 Gas works gas,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,08.99 Gas nonspecified,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,11 Geothermal,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,12.99 Solar nonspecified,True,active_mapping,leap_combined_esto,,,,
14 Industry sector,15.01 Fuelwood & woodwaste,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,15.02 Bagasse,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,15.03 Charcoal,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,15.04 Black liquor,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,15.05 Other biomass,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,16.01 Biogas,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,16.02 Industrial waste,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,16.03 Municipal solid waste (renewable),True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,16.04 Municipal solid waste (non-renewable),True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,16.05 Biogasoline,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,16.06 Biodiesel,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,16.07 Bio jet kerosene,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,16.08 Other liquid biofuels,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,16.09 Other sources,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,16.12 Hydrogen,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,17 Electricity,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14 Industry sector,18 Heat,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
14.01 Mining and quarrying,01.02 Other bituminous coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,01.03 Sub-bituminous coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,01.04 Anthracite,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,01.05 Lignite,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,02.01 Coke oven coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,02.02 Gas coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,02.03 Coke oven gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,02.04 Blast furnace gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,02.05 Other recovered gases,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,02.06 Patent fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,02.07 Coal tar,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,02.08 BKB/PB,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,06.01 Crude oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,07.01 Motor gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,07.06 Kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,07.08 Fuel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,07.09 LPG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,07.16 Petroleum coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,07.17 Other products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,08.01 Natural gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,08.03 Gas works gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,12.99 Solar nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,15.02 Bagasse,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,15.03 Charcoal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,15.04 Black liquor,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,15.05 Other biomass,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,16.01 Biogas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,16.02 Industrial waste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,16.05 Biogasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,16.06 Biodiesel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,16.09 Other sources,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,16.12 Hydrogen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,17 Electricity,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.01 Mining and quarrying,18 Heat,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,01.02 Other bituminous coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,01.03 Sub-bituminous coal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,01.04 Anthracite,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,01.05 Lignite,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,02.01 Coke oven coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,02.02 Gas coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,02.03 Coke oven gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,02.04 Blast furnace gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,02.05 Other recovered gases,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,02.06 Patent fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,02.07 Coal tar,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,02.08 BKB/PB,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,07.01 Motor gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,07.02 Aviation gasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,07.06 Kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,07.08 Fuel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,07.09 LPG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,07.17 Other products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,08.01 Natural gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,15.02 Bagasse,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,15.03 Charcoal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,15.04 Black liquor,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,15.05 Other biomass,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,16.01 Biogas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,16.02 Industrial waste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,16.05 Biogasoline,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,16.06 Biodiesel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,16.09 Other sources,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,17 Electricity,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.02 Construction,18 Heat,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,01.01 Coking coal,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,01.02 Other bituminous coal,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,01.03 Sub-bituminous coal,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,01.04 Anthracite,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,01.05 Lignite,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,01.99 Coal nonspecified,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,02.01 Coke oven coke,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,02.02 Gas coke,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,02.03 Coke oven gas,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,02.04 Blast furnace gas,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,02.05 Other recovered gases,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,02.06 Patent fuel,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,02.07 Coal tar,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,02.08 BKB/PB,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,06.01 Crude oil,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,06.03 Refinery feedstocks,True,active_mapping,leap_combined_esto,14 Industry sector,,,
14.03 Manufacturing,07.01 Motor gasoline,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,07.02 Aviation gasoline,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,07.03 Naphtha,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,07.04 Gasoline type jet fuel,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,07.05 Kerosene type jet fuel,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,07.06 Kerosene,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,07.07 Gas/diesel oil,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,07.08 Fuel oil,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,07.09 LPG,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,07.10 Refinery gas (not liquefied),True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,07.11 Ethane,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
14.03 Manufacturing,07.12 White spirit SBP,True,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,14 Industry sector,,,
