branch_path,template_support_count,template_files,explicit_fuel_leaf_path,pair_registry_role
Demand\All demand aggregated\Road\LPG,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Road\Motor gasoline,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Road\Natural gas,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Solar nonspecified,10,leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\All demand aggregated\Solar photovoltaics,10,leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\All demand aggregated\Sub bituminous coal,10,leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\All demand aggregated\Tide wave ocean,10,leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Ammonia,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Anthracite,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Aviation gasoline,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Bio jet kerosene,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Biodiesel,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Biogasoline,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Coal tar,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Coke oven coke,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Coking coal,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Crude oil,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Efuel,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Electricity,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Fuel oil,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Gas and diesel oil,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Hydrogen,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Kerosene,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Kerosene type jet fuel,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\LNG,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\LPG,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Lignite,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Lubricants,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Motor gasoline,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Natural gas,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Other bituminous coal,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Other products,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\Transport non road\Sub bituminous coal,11,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx,False,branch_structure_only
Demand\All demand aggregated\White spirit SBP,10,leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\All demand aggregated\Wind,10,leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\Other loss and own use,21,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx|leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\Other loss and own use\Coal mines,21,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx|leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\Other loss and own use\Coal mines\Biodiesel,21,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx|leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\Other loss and own use\Coal mines\Coal tar,21,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx|leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\Other loss and own use\Coal mines\Coke oven coke,21,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx|leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\Other loss and own use\Coal mines\Coke oven gas,21,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx|leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\Other loss and own use\Coal mines\Coking coal,21,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx|leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\Other loss and own use\Coal mines\Crude oil,21,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx|leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\Other loss and own use\Coal mines\Electricity,21,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx|leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\Other loss and own use\Coal mines\Fuel oil,21,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx|leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
Demand\Other loss and own use\Coal mines\Gas and diesel oil,21,AUS clean slate 28_07.xlsx|BD clean slate 28_07.xlsx|MAS clean slate 28_07.xlsx|MEX clean slate 28_07.xlsx|NZ clean slate 27_07.xlsx|PHL clean slate 28_07.xlsx|PNG clean slate 28_07.xlsx|PRC clean slate 28_07.xlsx|THA clean slate 28_07.xlsx|USA clean slate 28_07.xlsx|VN clean slate 28_07.xlsx|leap_export_template 03_CDA_COMP_GEN.xlsx|leap_export_template 04_CHL_COMP_GEN.xlsx|leap_export_template 06_HKC_COMP_GEN.xlsx|leap_export_template 07_INA_COMP_GEN.xlsx|leap_export_template 08_JPN_COMP_GEN.xlsx|leap_export_template 09_ROK_COMP_GEN.xlsx|leap_export_template 14_PE_COMP_GEN.xlsx|leap_export_template 16_RUS_COMP_GEN.xlsx|leap_export_template 17_SGP_COMP_GEN.xlsx|leap_export_template 18_CT_COMP_GEN.xlsx,False,branch_structure_only
